Question,Answer
"What is the primary objective of the ""Career Development Cell"" overall?",The primary objective of the Career Development Cell is to prepare students for placements and higher education opportunities.
Which discipline focuses on the impact of engineering on the surroundings and human health?,Environmental Engineering focuses on the impact of engineering on the surroundings and human health.
How frequently does the institute conduct these academic audits; are they sporadic or regular?,"The institute conducts the academic audits on a regular basis, not sporadically."
"What is the primary focus of the Programming and Data Structures course (CS102), indicated by its format? What are the lecture hours?","Programming and Data Structures (CS102) likely focuses on theoretical aspects as reflected in its format (3-0-0), with 3 lecture hours per week."
"With Respect to the given context (<CONTEXT> ... </CONTEXT>) answer the following question (<QUESTION>..</QUESTION>) 

 <CONTEXT> IIT Patna's ""Apeireon"" fest is dedicated to competitive programming and coding challenges. Events include Capture the Flag (CTF), debugging contests, algorithm design competitions, and hackathons that attract participants from across the globe. </CONTEXT> 
 <QUESTION> Name one specific type of event offered during the ""Apeireon"" fest that tests participants' security skills. </QUESTION>","One specific type of event offered during ""Apeireon"" is Capture the Flag (CTF), which tests participants' security skills."
"Name two specific, well-known databases available for research at IIT Patna's library.","The library provides access to databases such as IEEE Xplore and SpringerLink, enabling students to conduct in-depth research."
What types of real-world scenarios are the case studies likely to cover in these courses?,"The case studies would likely cover situations relevant to different engineering fields, professional misconduct, and societal impact of technological advancements, among others."
"With Respect to the given context (<CONTEXT> ... </CONTEXT>) answer the following question (<QUESTION>..</QUESTION>) 

 <CONTEXT> The institute offers elective courses on entrepreneurship and innovation management that teach students how to develop business models, secure funding, and manage startups effectively. </CONTEXT> 
 <QUESTION> What phase of a business's lifecycle do these courses primarily address? </QUESTION>","The courses primarily address the early stages of a business lifecycle, focusing on startups."
"What is a primary benefit or outcome of the sports fest ""Infinito"" according to the context?","A primary benefit of the sports fest ""Infinito"" is fostering teamwork and a competitive spirit among the students."
"With Respect to the given context (<CONTEXT> ... </CONTEXT>) answer the following question (<QUESTION>..</QUESTION>) 

 <CONTEXT> Large classes such as those for first-year students are divided into sections to provide personalized attention from faculty members. This ensures effective teaching practices tailored to students' needs. </CONTEXT> 
 <QUESTION> In what way are the teaching practices described as being modified by the sectional division? </QUESTION>",The teaching practices are tailored to meet students' needs.
"With Respect to the given context (<CONTEXT> ... </CONTEXT>) answer the following question (<QUESTION>..</QUESTION>) 

 <CONTEXT> The third semester of the B.Tech Chemical Engineering program at IIT Patna introduces specialized courses including Mathematics-III (MA201), Chemical Process Calculations (CB211), and Fluid Mechanics (CB203), laying the foundation for advanced chemical engineering concepts[5]. </CONTEXT> 
 <QUESTION> Besides the program and semester, what specific field of engineering does the context focus on? </QUESTION>",The context focuses on Chemical Engineering.
"With Respect to the given context (<CONTEXT> ... </CONTEXT>) answer the following question (<QUESTION>..</QUESTION>) 

 <CONTEXT> The medium of instruction at IIT Patna is English for all courses including examinations, project reports, and thesis submissions. This facilitates communication among students from diverse backgrounds. </CONTEXT> 
 <QUESTION> What is the purpose of using English as the medium of instruction at IIT Patna, according to the text? </QUESTION>",The purpose of using English is to facilitate communication among students from diverse backgrounds.
"With Respect to the given context (<CONTEXT> ... </CONTEXT>) answer the following question (<QUESTION>..</QUESTION>) 

 <CONTEXT> The institute offers several interdisciplinary electives such as Computational Neuroscience, Bioinformatics Algorithms, Financial Engineering, and Advanced Materials Design. These courses are open to students from all departments, fostering cross-disciplinary learning. </CONTEXT> 
 <QUESTION> Are any prerequisites mentioned for these interdisciplinary electives? </QUESTION>","No, the context does not mention any prerequisites for the electives."
What specific type of simulation is offered as a course within the IIT Patna Physics department?,Astrophysics Simulations is the specific type of simulation offered as a course.
Give two examples of interdisciplinary electives offered in the IIT Patna curriculum.,Two examples of interdisciplinary electives are Nano-structured Materials and MEMS and NEMS.
"With Respect to the given context (<CONTEXT> ... </CONTEXT>) answer the following question (<QUESTION>..</QUESTION>) 

 <CONTEXT> IIT Patna’s year-round fest cycle begins with Anwesha (Jan/Feb), a techno-cultural extravaganza featuring 50+ events like hackathons and pro-nites, followed by Celesta (Nov), the technical fest with AI/robotics competitions. Infinito (Oct) hosts inter-college sports tournaments, while Reverberance (Diwali season) blends traditional rangoli contests with modern dance battles. The academic year concludes with the Inter-IIT Cultural Meet (Dec), uniting 3,850+ students from 23 IITs for national-level competitions. First-years experience Nebula (Aug), a talent showcase with mystery mazes, while TEDxIITPatna (Sept) bridges academia and societal issues through talks. </CONTEXT> 
 <QUESTION> What is the Inter-IIT Cultural Meet, when does it occur, and who participates? </QUESTION>","The Inter-IIT Cultural Meet is a national-level competition that takes place in December, uniting over 3,850 students from 23 IITs."
What is the name of the IoT device developed by the CSE department of IIT Patna?,"The IoT device developed by the CSE department of IIT Patna is called the ""NITISH Pendant."""
"With Respect to the given context (<CONTEXT> ... </CONTEXT>) answer the following question (<QUESTION>..</QUESTION>) 

 <CONTEXT> The Department of Electrical Engineering at IIT Patna offers undergraduate programs that emphasize fundamentals of electrical engineering and electronics technology, alongside MTech in Communication System Engineering and PhD programs, with a curriculum regularly revised to meet current research and industry needs. </CONTEXT> 
 <QUESTION> What is the primary academic focus of the Department of Electrical Engineering at IIT Patna at the undergraduate level? </QUESTION>",The undergraduate programs emphasize the fundamentals of electrical engineering and electronics technology.
How many instructors typically teach a single course at IIT Patna?,Each course is taught by a single instructor.
Which festivals are specifically mentioned as having special menus?,"The festivals mentioned are Diwali, Holi, Eid, and Christmas."
"What are all the elective courses, along with their course codes, offered in the second semester of this M.Tech program?","The electives, with their course codes, are: Microprocessors and Embedded Systems (EE 504), Random Signal and Process (EE 555), Optimal Control Systems (EE 580), Control Techniques in Power Electronics (EE 582), Multivariable Control Theory (EE 584), and HVDC Transmission and FACTS (EE 586)."
"With Respect to the given context (<CONTEXT> ... </CONTEXT>) answer the following question (<QUESTION>..</QUESTION>) 

 <CONTEXT> The Foundations of Computer Systems (CS-541) course in the M.Tech CSE program at IIT Patna covers comprehensive topics including computer architecture, instruction set and addressing modes, assembly language programming, control unit design with hardwired and micro-programmed methods, pipelining, RISC and CISC paradigms, and memory organization. </CONTEXT> 
 <QUESTION> What are the two contrasting architectural paradigms that are studied in the CS-541 course? </QUESTION>",The two contrasting architectural paradigms studied in CS-541 are RISC (Reduced Instruction Set Computing) and CISC (Complex Instruction Set Computing).
"If a student is enrolled in a core engineering department, what fields might they take an elective in, according to the text?","They might take an elective in humanities, management, or emerging technologies such as blockchain, quantum computing, and sustainable engineering."
"With Respect to the given context (<CONTEXT> ... </CONTEXT>) answer the following question (<QUESTION>..</QUESTION>) 

 <CONTEXT> Theory courses at IIT Patna are assessed through instructor evaluations combined with quizzes, mid-semester exams (2 hours), and end-semester exams (3 hours). Practical courses emphasize attendance, task assessments, end-semester tests/viva voce. </CONTEXT> 
 <QUESTION> Are attendance records considered in the assessment of practical courses? If so, how is it weighed in the evaluation? </QUESTION>","Yes, attendance is a significant factor in the assessment of practical courses."
"If a student is interested in algorithms related to secure communication, which course at IIT Patna's Mathematics department would be most relevant?",The Cryptography Algorithms Development course would be the most relevant for a student interested in secure communication algorithms.
Name a specific event organized by the AI-NLP-ML group.,The AI-NLP-ML group hosts Kaggle-style competitions.
"With Respect to the given context (<CONTEXT> ... </CONTEXT>) answer the following question (<QUESTION>..</QUESTION>) 

 <CONTEXT> The Group C electives for the second semester of M.Tech in Mechanical Engineering at IIT Patna include Numerical Optimization (MA502), Computational Differential Equations (MA504), Mathematical Modeling (MA512), Fuzzy Set and Artificial Intelligence (MA508), Design of Experiments (MA514), Turbulent Shear Flow (ME541), and Non-linear Systems Dynamics (ME536). </CONTEXT> 
 <QUESTION> What subject area does the elective titled ""Mathematical Modeling"" cover, and what is its associated course code? </QUESTION>",Mathematical Modeling (MA512) focuses on creating and analyzing mathematical representations of real-world systems.
"What are the lecture and tutorial hours associated with each of the courses listed, including Mathematics-III, Chemical Process Calculations, and Fluid Mechanics?",Each course mentioned has 3 hours of lectures and 1 hour of tutorial per week. There are zero hours of practical work.
"With Respect to the given context (<CONTEXT> ... </CONTEXT>) answer the following question (<QUESTION>..</QUESTION>) 

 <CONTEXT> The institute has state-of-the-art laboratories equipped with advanced instruments for research and teaching purposes. For example, the Mechanical Engineering department houses labs for fluid mechanics, thermodynamics, robotics, and material testing, while the Computer Science department has dedicated labs for AI/ML research. </CONTEXT> 
 <QUESTION> Are the laboratories intended for use by both faculty and students? </QUESTION>","The context implies that the laboratories are intended for both faculty and students, as they are for both research and teaching purposes. This suggests collaborative use of these labs."
What specific type of educational program does IIT Patna provide that combines undergraduate and postgraduate studies?,IIT Patna offers integrated B.Tech-M.Tech dual degree programs.
"What is the primary purpose of ""Reverberance"" at IIT Patna?","The primary purpose of ""Reverberance"" is to foster interaction among students from different batches at IIT Patna."
"Where is the Budha Smriti Stupa and Museum located, and what is the department's involvement with this project?","The Budha Smriti Stupa and Museum is located in Vaishali, Bihar, and the department is reviewing its structural design."
"With Respect to the given context (<CONTEXT> ... </CONTEXT>) answer the following question (<QUESTION>..</QUESTION>) 

 <CONTEXT> IIT Patna’s marking scheme includes provisions for bonus marks awarded to students who demonstrate exceptional performance in projects or extracurricular academic activities such as paper presentations or coding competitions. </CONTEXT> 
 <QUESTION> What is the primary purpose of providing bonus marks within IIT Patna's marking scheme? </QUESTION>",The primary purpose of providing bonus marks is to reward students who demonstrate exceptional performance in projects or extracurricular academic activities.
"With Respect to the given context (<CONTEXT> ... </CONTEXT>) answer the following question (<QUESTION>..</QUESTION>) 

 <CONTEXT> IIT Patna hosts several annual fests that cater to diverse interests. ""Anwesha"" is a three-day cultural and techno-management fest held every spring, featuring workshops, cultural performances, competitions, and pronites. ""Celesta"" is the techno-management fest that attracts participants from across India with events like robotics competitions and technical workshops. ""Infinito"" is the sports fest that promotes athleticism and teamwork among students, while ""Apeireon"" is the coding fest organized by the Computer Science department with global participation in programming challenges. </CONTEXT> 
 <QUESTION> What is the primary purpose of the ""Infinito"" fest? </QUESTION>","""Infinito"" is a sports fest that promotes athleticism and teamwork among students."
"With Respect to the given context (<CONTEXT> ... </CONTEXT>) answer the following question (<QUESTION>..</QUESTION>) 

 <CONTEXT> IIT Patna integrates industry-relevant certifications into its curriculum. Students can earn certifications in areas like Python Programming, Machine Learning, Six Sigma, or CAD software while completing their regular coursework, giving them an edge in the job market. </CONTEXT> 
 <QUESTION> Give one example of a certification area offered by IIT Patna relating to programming. </QUESTION>",One example is Python Programming.
"With Respect to the given context (<CONTEXT> ... </CONTEXT>) answer the following question (<QUESTION>..</QUESTION>) 

 <CONTEXT> The Group C electives for the first semester of M.Tech in Mechanical Engineering at IIT Patna include Advanced Manufacturing Processes (ME742), Robotics: Advanced Concepts & Analysis (ME501), Bio Mechanics and Bio Mechatronics (ME581), Signal Processing in Mechatronic Systems (EE503), Large Scale Scientific Computation (MA511), and Refrigeration and Air-Conditioning (ME537). </CONTEXT> 
 <QUESTION> Which elective is from the Mathematics department and which teaches the topic of large-scale scientific computation? </QUESTION>",The elective Large Scale Scientific Computation (MA511) is from the Mathematics department.
"With Respect to the given context (<CONTEXT> ... </CONTEXT>) answer the following question (<QUESTION>..</QUESTION>) 

 <CONTEXT> The Signal Processing division at IIT Patna's Electrical Engineering department offers courses such as Signal, System and Networks, Digital Signal Processing, Advanced Digital Signal Processing, Visual Surveillance Systems, and Advanced Biomedical Signal Processing, supported by a dedicated Digital Signal Processing Laboratory. </CONTEXT> 
 <QUESTION> Name a course offered within the Signal Processing division that focuses on the analysis of visual data. </QUESTION>",Visual Surveillance Systems is a course that focuses on the analysis of visual data.
What is the duration of the end-semester exams for theory courses at IIT Patna?,End-semester exams for theory courses are 3 hours long.
How does the offering of Smart Grid Technology as an elective contribute to the students' knowledge?,"The offering of Smart Grid Technology enables students to understand the intricacies of modern power distribution networks, including advanced control systems, communication protocols, and integration of renewable energy sources."
"With Respect to the given context (<CONTEXT> ... </CONTEXT>) answer the following question (<QUESTION>..</QUESTION>) 

 <CONTEXT> IIT Patna employs a 10-point grading scale ranging from 'A+' (excellent) to 'F' (fail), with transitional grades like 'I' (Incomplete) awarded for valid absences (e.g., medical emergencies) and 'X' for borderline performance. Students receiving an 'I' or 'X' must resolve these within two weeks post-exams; failure to do so converts the grade to an 'F', impacting their Cumulative Performance Index (CPI). The Semester Performance Index (SPI) reflects weighted grade points, while the CPI tracks academic progress across semesters. Reviews note that 'the X grade system adds pressure to perform consistently in assignments and midterms' but appreciate the flexibility to improve scores. </CONTEXT> 
 <QUESTION> What is the highest and lowest possible grade a student can receive at IIT Patna, and what do those grades signify? </QUESTION>",The highest possible grade is 'A+' (excellent) and the lowest passing grade is 'F' (fail). 'F' indicates failure in the course.
What is the overarching field of study these specialized electives fall under?,The overarching field of study is Computer Science and Engineering.
"What is the primary instructional method used by the institute, as described in the context?",The primary instructional method is a blended learning approach.
What specific area of power systems is addressed by one of the listed electives?,Power System Deregulation is the specific area of power systems addressed by one of the electives.
"With Respect to the given context (<CONTEXT> ... </CONTEXT>) answer the following question (<QUESTION>..</QUESTION>) 

 <CONTEXT> IIT Patna has a well-defined marking scheme for all courses. Continuous assessment includes quizzes, assignments, lab work, mid-semester exams, and end-semester exams. The weightage of each component varies by course but typically includes 20–30% for assignments/quizzes and 40–50% for exams. </CONTEXT> 
 <QUESTION> Are lab work marks a part of the continuous assessment at IIT Patna? </QUESTION>","Yes, lab work is a component of continuous assessment at IIT Patna."
"Does the provided text suggest any leniency for instances of plagiarism, or is a strict approach implied?","The text implies a strict approach, mentioning specific disciplinary actions like grade deductions and course suspensions."
"With Respect to the given context (<CONTEXT> ... </CONTEXT>) answer the following question (<QUESTION>..</QUESTION>) 

 <CONTEXT> The Department of Mechanical Engineering at IIT Patna offers specialized courses in Heat Transfer, Fluid Mechanics, Robotics and Automation, CAD/CAM, and Manufacturing Processes, with dedicated laboratories equipped with state-of-the-art machinery and simulation software. </CONTEXT> 
 <QUESTION> What specific academic department is being described in the context? </QUESTION>",The Department of Mechanical Engineering at IIT Patna is being described.
"What activities, beyond formal performances, are mentioned as taking place in the amphitheater?",Informal discussions are mentioned as a regular activity taking place in the amphitheater.
"What is a potential benefit of instructors attending these development programs, beyond just staying current?","A potential benefit is improved teaching quality, leading to better student outcomes, and potentially enhanced reputation for both the instructors and the institute itself."
"With Respect to the given context (<CONTEXT> ... </CONTEXT>) answer the following question (<QUESTION>..</QUESTION>) 

 <CONTEXT> IIT Patna’s Chemical Engineering department offers specialized courses like Process Design Optimization, Biochemical Reactor Analysis, Polymer Science Applications, and Nanomaterials Synthesis as part of its undergraduate and postgraduate programs. </CONTEXT> 
 <QUESTION> Based on the provided courses, what research areas might the Chemical Engineering department at IIT Patna have a strong emphasis on? </QUESTION>","Based on the courses, the department likely has a strong research emphasis on process engineering, biochemical engineering, polymer science and engineering, and nanomaterials synthesis and applications."
"With Respect to the given context (<CONTEXT> ... </CONTEXT>) answer the following question (<QUESTION>..</QUESTION>) 

 <CONTEXT> The institute has a dedicated placement preparation program that includes mock interviews, resume-building workshops, group discussions, and aptitude tests. These sessions are conducted by faculty members and alumni to help students excel during recruitment drives. </CONTEXT> 
 <QUESTION> Who conducts the mock interviews as part of the placement preparation program? </QUESTION>",Mock interviews are conducted by faculty members and alumni.
"Is the course exclusive to a particular discipline, and if so, which one?","The course is offered under the Computer Science department, suggesting its association with computer science principles."
"With Respect to the given context (<CONTEXT> ... </CONTEXT>) answer the following question (<QUESTION>..</QUESTION>) 

 <CONTEXT> The Civil and Environmental Engineering department at IIT Patna is committed to providing holistic and enriching training to students, with numerous ongoing/approved projects and consultancy works, continuously upgrading experimental and computational facilities to stay at the forefront of civil engineering education. </CONTEXT> 
 <QUESTION> Besides projects, what other type of professional activity is the department engaged in? </QUESTION>","The department also undertakes consultancy works, providing specialized expertise and services to external clients."
"With Respect to the given context (<CONTEXT> ... </CONTEXT>) answer the following question (<QUESTION>..</QUESTION>) 

 <CONTEXT> The Department of Materials Science and Engineering at IIT Patna offers specialized courses in Materials Characterization, Polymer Science, Metallurgy, Ceramic Processing, and Composite Materials, with access to advanced testing equipment and microscopy facilities. </CONTEXT> 
 <QUESTION> If a student's focus is on metals and their behavior, which specialized area of study would they find offered at IIT Patna's Department of Materials Science and Engineering? </QUESTION>",They would find the Metallurgy course most relevant if their focus is on metals and their behavior.
What is the primary function of the annual research symposiums organized by IIT Patna?,The primary function is for postgraduate and Ph.D. students to present their research work.
What are the two contrasting architectural paradigms that are studied in the CS-541 course?,The two contrasting architectural paradigms studied in CS-541 are RISC (Reduced Instruction Set Computing) and CISC (Complex Instruction Set Computing).
"Beyond Environmental Engineering, what is another specific course related to sustainable practices mentioned in the IIT Patna curriculum?","The context mentions a course titled ""Sustainable Manufacturing Practices""."
"With Respect to the given context (<CONTEXT> ... </CONTEXT>) answer the following question (<QUESTION>..</QUESTION>) 

 <CONTEXT> Environmental Engineering research at IIT Patna includes projects such as Development of Ganga Grams under Namami Gange Programme with Support of Technical Institutions, evaluating the fate and transport of engineered nanoparticle retention in porous media, Arsenic immobilization by in-situ synthesis of iron-based absorbent, and profiling of bio-macromolecules for energy assessment. </CONTEXT> 
 <QUESTION> Could you describe the primary focus of the environmental engineering research at IIT Patna, based on the provided projects? </QUESTION>","The primary focus of environmental engineering research at IIT Patna, according to the context, includes projects related to water quality improvement, specifically addressing the Ganges River, understanding the behavior of nanoparticles in the environment, and developing solutions for arsenic contamination, and assessing bio-macromolecules for energy applications."
"Beyond Natural Language Processing, what other core area related to human-computer interaction is a focus of the IIT Patna CSE department?",Computer Vision is another core area related to human-computer interaction that is a focus of the IIT Patna CSE department.
Which branch of Computer Science does the described course belong to?,Theoretical Computer Science.
"With Respect to the given context (<CONTEXT> ... </CONTEXT>) answer the following question (<QUESTION>..</QUESTION>) 

 <CONTEXT> IIT Patna's CSE department has developed innovative solutions like the ""NITISH Pendant,"" an IoT Early Disaster Warning Device designed to save the lives of Bihar farmers by providing early warnings for severe meteorological occurrences like lightning, led by Prof. T.N. Singh, Prof. Rajiv Misra, and Dr. Arijit Roy. </CONTEXT> 
 <QUESTION> Besides Prof. T.N. Singh, who are the other professors mentioned as involved in the project? </QUESTION>","Besides Prof. T.N. Singh, Prof. Rajiv Misra and Dr. Arijit Roy are also mentioned as being involved in the project."
"What is the specific definition of ""sustainable materials"" used in the IIT Patna research context?","The context specifically defines ""sustainable materials"" as biodegradable polymers and green catalysts."
"With Respect to the given context (<CONTEXT> ... </CONTEXT>) answer the following question (<QUESTION>..</QUESTION>) 

 <CONTEXT> Academic integrity is highly emphasized at IIT Patna. Students are expected to adhere to strict guidelines regarding plagiarism in assignments, projects, and thesis submissions. Any violation may result in penalties ranging from grade reduction to expulsion. </CONTEXT> 
 <QUESTION> What are students expected to do in relation to the guidelines on plagiarism? </QUESTION>",Students are expected to adhere to strict guidelines regarding plagiarism.
"With Respect to the given context (<CONTEXT> ... </CONTEXT>) answer the following question (<QUESTION>..</QUESTION>) 

 <CONTEXT> Laboratory facilities in IIT Patna's Electrical Engineering department include the Electrical Machines Laboratory and Advanced Electrical Lab, equipped with cutting-edge technology like Wireless Power Transfer systems (next generation power transmission), Transmission line simulators, and Fuel cell training systems. </CONTEXT> 
 <QUESTION> What specific types of laboratories are present within the Electrical Engineering department at IIT Patna? </QUESTION>",The Electrical Engineering department at IIT Patna features the Electrical Machines Laboratory and the Advanced Electrical Lab.
"Besides interdisciplinary skills, what other advantages can students expect upon completing a minor program?","According to the text, increased employability is another key advantage expected by students upon completing a minor program."
"With Respect to the given context (<CONTEXT> ... </CONTEXT>) answer the following question (<QUESTION>..</QUESTION>) 

 <CONTEXT> IIT Patna's Electrical Engineering department hosts a Centre of Excellence in Teaching Learning Centre for Internet-of-Things (IoT), Smart Grid, and Smart Building sponsored by the Department of Higher Education, MHRD, providing unique opportunities for electrical engineering graduates and teachers to participate in IoT-related projects. </CONTEXT> 
 <QUESTION> Who is the target audience for the unique opportunities provided by the Centre of Excellence? </QUESTION>",The target audience is electrical engineering graduates and teachers.
What specific Bachelor of Technology (BTech) programs are offered by the IIT Patna CSE department?,The IIT Patna CSE department offers BTech programs in CSE (Computer Science and Engineering) and AI & DS (Artificial Intelligence & Data Science).
"With Respect to the given context (<CONTEXT> ... </CONTEXT>) answer the following question (<QUESTION>..</QUESTION>) 

 <CONTEXT> ""Anwesha"" features flagship events such as Battle of Bands (music competition), Step Up (dance competition), Mr./Ms. Anwesha (personality contest), and Panorama (photography exhibition). These events attract participation from colleges across India. </CONTEXT> 
 <QUESTION> Name one event that focuses on individual skill and performance rather than a group endeavor, as described in the context. </QUESTION>","""Mr./Ms. Anwesha"" is an event that focuses on individual skill and performance."
What are the core topics covered in the operating systems component of the Foundations of Computer Systems (CS-541) course at IIT Patna?,"The core topics covered include processes, threads, the Unix fork-exec model, Unix signals, synchronization, interprocess communication, scheduling, and memory management."
What kind of learning environment is facilitated by IIT Patna's industrial visits (compared to the classroom)?,"The industrial visits facilitate a hands-on, real-world learning environment, as opposed to a theoretical classroom setting."
"If a student is interested in designing and analysing radio frequency components, which course from the list would be most relevant to their interests?",Antenna Theory and Design would be the most relevant course for a student interested in designing and analysing radio frequency components.
"With Respect to the given context (<CONTEXT> ... </CONTEXT>) answer the following question (<QUESTION>..</QUESTION>) 

 <CONTEXT> The institute offers specialized M.Tech programs in niche areas such as Computational Mechanics, Biomedical Signal Processing, Advanced Manufacturing Technologies, and Energy Systems Engineering to cater to emerging industry needs. </CONTEXT> 
 <QUESTION> What type of engineering is the Energy Systems Engineering program focused on? </QUESTION>","The context only specifies the area of ""Energy Systems Engineering,"" but does not specify the type of engineering."
What type of dual-degree program is mentioned as an example at IIT Patna and with which institution is it offered?,"The example mentioned is a B.Tech + MBA program, offered in collaboration with IIM Bodh Gaya."
"With Respect to the given context (<CONTEXT> ... </CONTEXT>) answer the following question (<QUESTION>..</QUESTION>) 

 <CONTEXT> The first semester electives for M.Tech in Electrical and Electronics Engineering (Power and Control Systems) at IIT Patna offer diverse options including Advanced Engineering Mathematics (MH 503), Control of Mechatronic Systems (EE 501), Digital Control (EE 577), Generalized Theory of Electrical Machines (EE 589), and Power System Deregulation (EE 593). </CONTEXT> 
 <QUESTION> What specific area of power systems is addressed by one of the listed electives? </QUESTION>",Power System Deregulation is the specific area of power systems addressed by one of the electives.
"With Respect to the given context (<CONTEXT> ... </CONTEXT>) answer the following question (<QUESTION>..</QUESTION>) 

 <CONTEXT> IIT Patna’s Civil and Environmental Engineering department provides specialized courses in areas like Structural Dynamics, Geotechnical Earthquake Engineering, Urban Water Systems Management, and Environmental Impact Assessment. </CONTEXT> 
 <QUESTION> Considering the courses, what type of engineering does IIT Patna’s Civil and Environmental Engineering department primarily cater to? </QUESTION>",IIT Patna’s Civil and Environmental Engineering department caters to both Civil Engineering and Environmental Engineering.
Which elective course option deals with manufacturing processes?,Advanced Manufacturing Processes (ME742) is the course option dealing with manufacturing processes.
"With Respect to the given context (<CONTEXT> ... </CONTEXT>) answer the following question (<QUESTION>..</QUESTION>) 

 <CONTEXT> The M.Tech program in Computer Science and Engineering at IIT Patna follows a four-semester structure with a total of 122 credits, with the fourth semester dedicated entirely to Project Thesis-II (CS696) worth 24 credits, allowing students to focus exclusively on their research work. </CONTEXT> 
 <QUESTION> In which semester do students focus exclusively on their research work in the M.Tech program at IIT Patna? </QUESTION>",Students focus exclusively on their research work in the fourth semester.
"With Respect to the given context (<CONTEXT> ... </CONTEXT>) answer the following question (<QUESTION>..</QUESTION>) 

 <CONTEXT> IIT Patna organizes an annual cultural exchange program called ""Unity in Diversity,"" where students showcase their regional traditions through food stalls, folk dances, music performances, and handicrafts exhibitions celebrating India's cultural heritage. </CONTEXT> 
 <QUESTION> What is the primary purpose of the ""Unity in Diversity"" program? </QUESTION>","The primary purpose of the ""Unity in Diversity"" program is to showcase and celebrate India's cultural heritage."
"With Respect to the given context (<CONTEXT> ... </CONTEXT>) answer the following question (<QUESTION>..</QUESTION>) 

 <CONTEXT> IIT Patna hosts several annual fests that cater to diverse interests. ""Anwesha"" is a three-day cultural and techno-management fest held every spring, featuring workshops, cultural performances, competitions, and pronites. ""Celesta"" is the techno-management fest that attracts participants from across India with events like robotics competitions and technical workshops. ""Infinito"" is the sports fest that promotes athleticism and teamwork among students, while ""Apeireon"" is the coding fest organized by the Computer Science department with global participation in programming challenges. </CONTEXT> 
 <QUESTION> Give two examples of events that are held during ""Celesta"". </QUESTION>","Robotics competitions and technical workshops are held during ""Celesta""."
"With Respect to the given context (<CONTEXT> ... </CONTEXT>) answer the following question (<QUESTION>..</QUESTION>) 

 <CONTEXT> The institute follows a strict code of conduct regarding academic integrity. Plagiarism in assignments or research work can lead to disciplinary actions such as deduction of grades or suspension from the course. Students are encouraged to uphold ethical standards in their academic pursuits. </CONTEXT> 
 <QUESTION> Does the provided text suggest any leniency for instances of plagiarism, or is a strict approach implied? </QUESTION>","The text implies a strict approach, mentioning specific disciplinary actions like grade deductions and course suspensions."
"Are the subjects included in the curriculum theoretical, practical, or a mix of both, at the Department of Civil and Environmental Engineering at IIT Patna?","The curriculum likely involves a mix of theoretical and practical aspects, with subjects like Structural Mechanics and Fluid Mechanics leaning towards theory, and subjects like Infrastructure Drawing and Estimation being highly practical. The inclusion of materials and analysis suggests both theoretical understanding and practical application."
"With Respect to the given context (<CONTEXT> ... </CONTEXT>) answer the following question (<QUESTION>..</QUESTION>) 

 <CONTEXT> IIT Patna operates on a bi-semester system with Autumn (July–December) and Spring (January–May) terms. The Spring 2025 semester runs from January 3 to May 19, with mid-semester exams (Feb 21–27) and end-semester exams (Apr 29–May 4). Students must maintain 75% attendance in all courses; those falling short receive caution letters (e.g., issued Feb 16, 2025) and risk exam debarment with an automatic ‘F’ grade if unresolved. The grading system uses letter grades (AA=10, F=0), with transitional ‘I’ (Incomplete) and ‘X’ (Borderline) grades converting to ‘F’ if unresolved post-exams. Performance is tracked via SPI (Semester Performance Index) and CPI (Cumulative Performance Index), which exclude failed courses upon repetition. </CONTEXT> 
 <QUESTION> What happens to the transitional grades 'I' and 'X' if the student's performance in the course isn't improved after exams? </QUESTION>",The transitional grades 'I' (Incomplete) and 'X' (Borderline) convert to an 'F' grade if unresolved after the end-semester exams.
"With Respect to the given context (<CONTEXT> ... </CONTEXT>) answer the following question (<QUESTION>..</QUESTION>) 

 <CONTEXT> IIT Patna places significant emphasis on project-based learning. Many courses include mandatory project components where students work individually or in teams to solve real-world problems. These projects often involve collaboration with industries or research labs, preparing students for professional challenges. </CONTEXT> 
 <QUESTION> What is the primary focus of education at IIT Patna, as highlighted in the context? </QUESTION>","The primary focus of education at IIT Patna, as highlighted in the context, is project-based learning."
"With Respect to the given context (<CONTEXT> ... </CONTEXT>) answer the following question (<QUESTION>..</QUESTION>) 

 <CONTEXT> IIT Patna's CSE department has developed innovative solutions like the ""NITISH Pendant,"" an IoT Early Disaster Warning Device designed to save the lives of Bihar farmers by providing early warnings for severe meteorological occurrences like lightning, led by Prof. T.N. Singh, Prof. Rajiv Misra, and Dr. Arijit Roy. </CONTEXT> 
 <QUESTION> What type of warnings does the device provide, considering its purpose to help farmers? </QUESTION>",The device provides early warnings for severe meteorological occurrences like lightning to help protect farmers from dangerous weather conditions.
"Does the curriculum at IIT Patna’s Civil and Environmental Engineering department appear to be multidisciplinary? If so, how?","Yes, the curriculum appears multidisciplinary because it incorporates structural, geotechnical, urban planning, and environmental aspects, indicating a holistic approach to engineering problems."
